Candidate_ID,Candidate_Name,Parent_Seed_ID,Parent_Name,Transformation_Code,Design_Change,Attachment_Position,Design_Rationale,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Parent_Tanimoto_r3,Max_Train_Tanimoto_r3,Risk_Flags
CAND_R2_346,TDA-trimethoxysilyl,TRAIN_010,TDA,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 47.,DOPO_core_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.7475728155339806,0.7475728155339806,DOPO-core substitution route needs confirmation
CAND_R2_347,TDA-triethoxysilyl,TRAIN_010,TDA,triethoxysilyl,Added triethoxysilyl at aromatic atom 47.,DOPO_core_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7549019607843137,0.7549019607843137,DOPO-core substitution route needs confirmation
CAND_R2_348,TDA-disiloxane,TRAIN_010,TDA,disiloxane,Added disiloxane at aromatic atom 47.,DOPO_core_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7264150943396226,0.7264150943396226,DOPO-core substitution route needs confirmation
CAND_R2_349,TDA-glycidyloxy,TRAIN_010,TDA,glycidyloxy,Added glycidyloxy at aromatic atom 47.,DOPO_core_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.6936936936936937,0.6936936936936937,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_350,TDA-diaminotriazine,TRAIN_010,TDA,diaminotriazine,Added diaminotriazine at aromatic atom 47.,DOPO_core_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.7,0.7,DOPO-core substitution route needs confirmation
CAND_R2_351,TDA-piperazine,TRAIN_010,TDA,piperazine,Added piperazine at aromatic atom 47.,DOPO_core_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.6936936936936937,0.6936936936936937,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_352,TDA-benzamide-linker,TRAIN_010,TDA,benzamide_linker,Added benzamide_linker at aromatic atom 47.,DOPO_core_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.6814159292035398,0.6814159292035398,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_353,TDA-phenyl,TRAIN_010,TDA,phenyl,Added phenyl at aromatic atom 47.,DOPO_core_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.7333333333333333,0.7333333333333333,DOPO-core substitution route needs confirmation
CAND_R2_354,TDA-biphenyl,TRAIN_010,TDA,biphenyl,Added biphenyl at aromatic atom 47.,DOPO_core_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.719626168224299,0.719626168224299,DOPO-core substitution route needs confirmation
CAND_R2_355,TDA-OH-glycidyl,TRAIN_010,TDA,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a glycidyl ether.,OH-to-glycidyl-ether,epoxy,Co-curing,B,0.7924528301886793,0.7924528301886793,none
CAND_R2_356,TDA-OH-glycidyl-2,TRAIN_010,TDA,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 2.,OH_site_2,Converted one OH group to a glycidyl ether.,OH-to-glycidyl-ether,epoxy,Co-curing,B,0.7428571428571429,0.7428571428571429,none
CAND_R2_357,TDA-OH-glycidyl-all,TRAIN_010,TDA,OH_glycidyl_all,Converted one OH group to a glycidyl ether. Converted all OH groups.,all_OH,Converted one OH group to a glycidyl ether. All OH sites were changed.,OH-to-glycidyl-ether-all,epoxy,Co-curing,B,0.6160714285714286,0.6160714285714286,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_358,TDA-OH-methyl,TRAIN_010,TDA,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.875,0.875,none
CAND_R2_359,TDA-OH-methyl-2,TRAIN_010,TDA,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 2.,OH_site_2,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.8125,0.8125,none
CAND_R2_360,TDA-OH-methyl-all,TRAIN_010,TDA,OH_methyl_all,Converted one OH group to a methyl ether. Converted all OH groups.,all_OH,Converted one OH group to a methyl ether. All OH sites were changed.,OH-to-methyl-ether-all,none,Additive,B,0.6764705882352942,0.6764705882352942,candidate may be outside strict in-domain threshold
CAND_R2_361,TDA-OH-acetyl,TRAIN_010,TDA,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.84,0.84,none
CAND_R2_362,TDA-OH-acetyl-2,TRAIN_010,TDA,OH_acetyl,Converted one OH group to an acetate. Regioisomer 2.,OH_site_2,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.78,0.78,none
CAND_R2_363,TDA-OH-acetyl-all,TRAIN_010,TDA,OH_acetyl_all,Converted one OH group to an acetate. Converted all OH groups.,all_OH,Converted one OH group to an acetate. All OH sites were changed.,OH-to-acetate-all,none,Additive,B,0.6542056074766355,0.6542056074766355,candidate may be outside strict in-domain threshold
CAND_R2_364,TDA-OH-allyl,TRAIN_010,TDA,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.8076923076923077,0.8076923076923077,none
CAND_R2_365,TDA-OH-allyl-2,TRAIN_010,TDA,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 2.,OH_site_2,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.75,0.75,none
CAND_R2_366,TDA-OH-allyl-all,TRAIN_010,TDA,OH_allyl_all,Converted one OH group to an allyl ether; no EP reactivity is assumed. Converted all OH groups.,all_OH,Converted one OH group to an allyl ether; no EP reactivity is assumed. All OH sites were changed.,OH-to-allyl-ether-all,allyl,Additive,B,0.6216216216216216,0.6216216216216216,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_367,TDA-NH-methyl,TRAIN_010,TDA,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,B,0.84,0.84,none
CAND_R2_368,TDA-NH-methyl-all,TRAIN_010,TDA,NH_methyl_all,"Methylated one free N–H site, reducing curing activity. Converted all N–H sites.",all_NH,"Methylated one free N–H site, reducing curing activity. All free N–H sites were changed.",N-methyl-all,none,Additive,B,0.71,0.71,none
CAND_R2_369,TDA-NH-hydroxyethyl,TRAIN_010,TDA,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,B,0.8076923076923077,0.8076923076923077,none
CAND_R2_370,TDA-NH-hydroxyethyl-all,TRAIN_010,TDA,NH_hydroxyethyl_all,Introduced one hydroxyethyl substituent on an N–H site. Converted all N–H sites.,all_NH,Introduced one hydroxyethyl substituent on an N–H site. All free N–H sites were changed.,N-hydroxyethyl-all,OH,Additive,B,0.6826923076923077,0.6826923076923077,candidate may be outside strict in-domain threshold
CAND_R2_371,TDA-NH-glycidyl,TRAIN_010,TDA,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,B,0.7706422018348624,0.7706422018348624,none
CAND_R2_372,TDA-NH-glycidyl-all,TRAIN_010,TDA,NH_glycidyl_all,Introduced one glycidyl substituent on an N–H site. Converted all N–H sites.,all_NH,Introduced one glycidyl substituent on an N–H site. All free N–H sites were changed.,N-glycidyl-all,epoxy,Co-curing,B,0.6513761467889908,0.6513761467889908,candidate may be outside strict in-domain threshold
CAND_R2_373,TetraDSi-amino,TRAIN_103,TetraDSi,amino,Added amino at aromatic atom 149.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,C,0.8301886792452831,0.8301886792452831,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_374,TetraDSi-hydroxy,TRAIN_103,TetraDSi,hydroxy,Added hydroxy at aromatic atom 149.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,C,0.8543689320388349,0.8543689320388349,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_375,TetraDSi-boronic-acid,TRAIN_103,TetraDSi,boronic_acid,Added boronic_acid at aromatic atom 149.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,C,0.8301886792452831,0.8301886792452831,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_376,TetraDSi-glycidyloxy,TRAIN_103,TetraDSi,glycidyloxy,Added glycidyloxy at aromatic atom 149.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,C,0.7521367521367521,0.7521367521367521,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_377,TetraDSi-OH-glycidyl-all,TRAIN_103,TetraDSi,OH_glycidyl_all,Converted one OH group to a glycidyl ether. Converted all OH groups.,all_OH,Converted one OH group to a glycidyl ether. All OH sites were changed.,OH-to-glycidyl-ether-all,epoxy,Co-curing,C,0.7238095238095238,0.7238095238095238,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_378,TetraDSi-OH-methyl,TRAIN_103,TetraDSi,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,C,0.946236559139785,0.946236559139785,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_379,TetraDSi-OH-methyl-all,TRAIN_103,TetraDSi,OH_methyl_all,Converted one OH group to a methyl ether. Converted all OH groups.,all_OH,Converted one OH group to a methyl ether. All OH sites were changed.,OH-to-methyl-ether-all,none,Additive,C,0.8172043010752689,0.8172043010752689,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_380,TetraDSi-OH-acetyl,TRAIN_103,TetraDSi,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,C,0.8888888888888888,0.8888888888888888,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_381,TetraDSi-OH-acetyl-all,TRAIN_103,TetraDSi,OH_acetyl_all,Converted one OH group to an acetate. Converted all OH groups.,all_OH,Converted one OH group to an acetate. All OH sites were changed.,OH-to-acetate-all,none,Additive,C,0.7777777777777778,0.7777777777777778,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_382,TetraDSi-OH-allyl,TRAIN_103,TetraDSi,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,C,0.8888888888888888,0.8888888888888888,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_383,TetraDSi-OH-allyl-all,TRAIN_103,TetraDSi,OH_allyl_all,Converted one OH group to an allyl ether; no EP reactivity is assumed. Converted all OH groups.,all_OH,Converted one OH group to an allyl ether; no EP reactivity is assumed. All OH sites were changed.,OH-to-allyl-ether-all,allyl,Additive,C,0.7777777777777778,0.7777777777777778,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_384,BDHDP-amino,TRAIN_107,BDHDP,amino,Added amino at aromatic atom 117.,DOPO_core_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,C,0.8160919540229885,0.8160919540229885,DOPO-core substitution route needs confirmation; high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_385,BDHDP-hydroxy,TRAIN_107,BDHDP,hydroxy,Added hydroxy at aromatic atom 117.,DOPO_core_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,C,0.8255813953488372,0.8255813953488372,DOPO-core substitution route needs confirmation; high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_386,BDHDP-boronic-acid,TRAIN_107,BDHDP,boronic_acid,Added boronic_acid at aromatic atom 117.,DOPO_core_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,C,0.8160919540229885,0.8160919540229885,DOPO-core substitution route needs confirmation; high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_387,BDHDP-glycidyloxy,TRAIN_107,BDHDP,glycidyloxy,Added glycidyloxy at aromatic atom 117.,DOPO_core_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,C,0.7171717171717171,0.7171717171717171,DOPO-core substitution route needs confirmation; high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_388,BDHDP-OH-glycidyl,TRAIN_107,BDHDP,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a glycidyl ether.,OH-to-glycidyl-ether,epoxy,Co-curing,C,0.7471264367816092,0.7471264367816092,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_389,BDHDP-OH-methyl,TRAIN_107,BDHDP,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,C,0.8333333333333334,0.8333333333333334,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_390,BDHDP-OH-acetyl,TRAIN_107,BDHDP,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,C,0.8024691358024691,0.8024691358024691,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_391,BDHDP-OH-allyl,TRAIN_107,BDHDP,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,C,0.7738095238095238,0.7738095238095238,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_392,BDHDP-boronic-ethylene,TRAIN_107,BDHDP,boronic_ethylene,Converted one B(OH)2 site to ethylene boronate ester; site 2.,B_site_2,Protected one boronic acid as a ethylene boronate ester.,ethylene-boronate,boronate,Additive,C,0.8160919540229885,0.8160919540229885,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_393,BDHDP-boronic-ethylene-all,TRAIN_107,BDHDP,boronic_ethylene_all,Converted all B(OH)2 sites to ethylene boronate esters.,all_B_sites,Protected all boronic acid sites as ethylene boronate esters.,ethylene-boronate-all,boronate,Additive,C,0.7471264367816092,0.7471264367816092,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_394,BDHDP-boronic-pinacol,TRAIN_107,BDHDP,boronic_pinacol,Converted one B(OH)2 site to pinacol boronate ester; site 1.,B_site_1,Protected one boronic acid as a pinacol boronate ester.,pinacol-boronate,boronate,Additive,C,0.797752808988764,0.797752808988764,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_395,BDHDP-boronic-pinacol-2,TRAIN_107,BDHDP,boronic_pinacol,Converted one B(OH)2 site to pinacol boronate ester; site 2.,B_site_2,Protected one boronic acid as a pinacol boronate ester.,pinacol-boronate,boronate,Additive,C,0.797752808988764,0.797752808988764,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_396,BDHDP-boronic-pinacol-all,TRAIN_107,BDHDP,boronic_pinacol_all,Converted all B(OH)2 sites to pinacol boronate esters.,all_B_sites,Protected all boronic acid sites as pinacol boronate esters.,pinacol-boronate-all,boronate,Additive,C,0.7303370786516854,0.7303370786516854,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_397,BDHDP-boronic-catechol,TRAIN_107,BDHDP,boronic_catechol,Converted one B(OH)2 site to catechol boronate ester; site 1.,B_site_1,Protected one boronic acid as a catechol boronate ester.,catechol-boronate,boronate,Additive,C,0.8255813953488372,0.8255813953488372,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_398,BDHDP-boronic-catechol-2,TRAIN_107,BDHDP,boronic_catechol,Converted one B(OH)2 site to catechol boronate ester; site 2.,B_site_2,Protected one boronic acid as a catechol boronate ester.,catechol-boronate,boronate,Additive,C,0.8255813953488372,0.8255813953488372,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
CAND_R2_399,BDHDP-boronic-catechol-all,TRAIN_107,BDHDP,boronic_catechol_all,Converted all B(OH)2 sites to catechol boronate esters.,all_B_sites,Protected all boronic acid sites as catechol boronate esters.,catechol-boronate-all,boronate,Additive,C,0.7558139534883721,0.7558139534883721,high molecular weight; high DOPO count; exploratory only; excluded from formal screening
